ENSMUSG00000057003	ENSMUSG00000062825
ENSMUSG00000057003	ENSMUSG00000068876
ENSMUSG00000002010	ENSMUSG00000022477
ENSMUSG00000002010	ENSMUSG00000030541
ENSMUSG00000002010	ENSMUSG00000025950
ENSMUSG00000002010	ENSMUSG00000028405
ENSMUSG00000002010	ENSMUSG00000020456
ENSMUSG00000002015	ENSMUSG00000027828
ENSMUSG00000002015	ENSMUSG00000041355
ENSMUSG00000002015	ENSMUSG00000021427
ENSMUSG00000002014	ENSMUSG00000025816
ENSMUSG00000002014	ENSMUSG00000030082
ENSMUSG00000002014	ENSMUSG00000002015
ENSMUSG00000002014	ENSMUSG00000053317
ENSMUSG00000021135	ENSMUSG00000037583
ENSMUSG00000040147	ENSMUSG00000061740
ENSMUSG00000040147	ENSMUSG00000067231
ENSMUSG00000040147	ENSMUSG00000063558
ENSMUSG00000040147	ENSMUSG00000056035
ENSMUSG00000040147	ENSMUSG00000053644
ENSMUSG00000040147	ENSMUSG00000064294
ENSMUSG00000040147	ENSMUSG00000060613
ENSMUSG00000040147	ENSMUSG00000067225
ENSMUSG00000040147	ENSMUSG00000074207
ENSMUSG00000040147	ENSMUSG00000054827
ENSMUSG00000040147	ENSMUSG00000069835
ENSMUSG00000040147	ENSMUSG00000074882
ENSMUSG00000040147	ENSMUSG00000042248
ENSMUSG00000040147	ENSMUSG00000068086
ENSMUSG00000040147	ENSMUSG00000055301
ENSMUSG00000040147	ENSMUSG00000075296
ENSMUSG00000040147	ENSMUSG00000054417
ENSMUSG00000046598	ENSMUSG00000076436
ENSMUSG00000074886	ENSMUSG00000079227
ENSMUSG00000006005	ENSMUSG00000030265
ENSMUSG00000006005	ENSMUSG00000025499
ENSMUSG00000006005	ENSMUSG00000027852
ENSMUSG00000006007	ENSMUSG00000035725
ENSMUSG00000006007	ENSMUSG00000024524
ENSMUSG00000016481	ENSMUSG00000024164
ENSMUSG00000028430	ENSMUSG00000074698
ENSMUSG00000028430	ENSMUSG00000046707
ENSMUSG00000038894	ENSMUSG00000059923
ENSMUSG00000038894	ENSMUSG00000046709
ENSMUSG00000038894	ENSMUSG00000041417
ENSMUSG00000038894	ENSMUSG00000063065
ENSMUSG00000038894	ENSMUSG00000063358
ENSMUSG00000038894	ENSMUSG00000053113
ENSMUSG00000038894	ENSMUSG00000039936
ENSMUSG00000038894	ENSMUSG00000045038
ENSMUSG00000038894	ENSMUSG00000048379
ENSMUSG00000045005	ENSMUSG00000051177
ENSMUSG00000034957	ENSMUSG00000055866
ENSMUSG00000034957	ENSMUSG00000042817
ENSMUSG00000037405	ENSMUSG00000052397
ENSMUSG00000037405	ENSMUSG00000055170
ENSMUSG00000035133	ENSMUSG00000036463
ENSMUSG00000018770	ENSMUSG00000020089
ENSMUSG00000018770	ENSMUSG00000030946
ENSMUSG00000018770	ENSMUSG00000028013
ENSMUSG00000023885	ENSMUSG00000055447
ENSMUSG00000019487	ENSMUSG00000024143
ENSMUSG00000020758	ENSMUSG00000022607
ENSMUSG00000020758	ENSMUSG00000027646
ENSMUSG00000020758	ENSMUSG00000050965
ENSMUSG00000020758	ENSMUSG00000062825
ENSMUSG00000020758	ENSMUSG00000029580
ENSMUSG00000020758	ENSMUSG00000052889
ENSMUSG00000020758	ENSMUSG00000062694
ENSMUSG00000020190	ENSMUSG00000028156
ENSMUSG00000020190	ENSMUSG00000042406
ENSMUSG00000020190	ENSMUSG00000063065
ENSMUSG00000020190	ENSMUSG00000063358
ENSMUSG00000020190	ENSMUSG00000026254
ENSMUSG00000028238	ENSMUSG00000079477
ENSMUSG00000028238	ENSMUSG00000030946
ENSMUSG00000037815	ENSMUSG00000062825
ENSMUSG00000037815	ENSMUSG00000054808
ENSMUSG00000037815	ENSMUSG00000068036
ENSMUSG00000037815	ENSMUSG00000052374
ENSMUSG00000045136	ENSMUSG00000067702
ENSMUSG00000045136	ENSMUSG00000050953
ENSMUSG00000045136	ENSMUSG00000072235
ENSMUSG00000045136	ENSMUSG00000067338
ENSMUSG00000024044	ENSMUSG00000024812
ENSMUSG00000024044	ENSMUSG00000031012
ENSMUSG00000021567	ENSMUSG00000029071
ENSMUSG00000044444	ENSMUSG00000062825
ENSMUSG00000030043	ENSMUSG00000034781
ENSMUSG00000030043	ENSMUSG00000034792
ENSMUSG00000035042	ENSMUSG00000048521
ENSMUSG00000035042	ENSMUSG00000042262
ENSMUSG00000035042	ENSMUSG00000047880
ENSMUSG00000035042	ENSMUSG00000040899
ENSMUSG00000035042	ENSMUSG00000044052
ENSMUSG00000035042	ENSMUSG00000052336
ENSMUSG00000035042	ENSMUSG00000050232
ENSMUSG00000035042	ENSMUSG00000047898
ENSMUSG00000035042	ENSMUSG00000038418
ENSMUSG00000035042	ENSMUSG00000049103
ENSMUSG00000035042	ENSMUSG00000045382
ENSMUSG00000035042	ENSMUSG00000037944
ENSMUSG00000035042	ENSMUSG00000064039
ENSMUSG00000035042	ENSMUSG00000079227
ENSMUSG00000035042	ENSMUSG00000035448
ENSMUSG00000035042	ENSMUSG00000052684
ENSMUSG00000002496	ENSMUSG00000019699
ENSMUSG00000002496	ENSMUSG00000063065
ENSMUSG00000002496	ENSMUSG00000003644
ENSMUSG00000002496	ENSMUSG00000028945
ENSMUSG00000002496	ENSMUSG00000063358
ENSMUSG00000002496	ENSMUSG00000025665
ENSMUSG00000002496	ENSMUSG00000004056
ENSMUSG00000002496	ENSMUSG00000031309
ENSMUSG00000002496	ENSMUSG00000050697
ENSMUSG00000002496	ENSMUSG00000028518
ENSMUSG00000002496	ENSMUSG00000059552
ENSMUSG00000002496	ENSMUSG00000020108
ENSMUSG00000002496	ENSMUSG00000023809
ENSMUSG00000001424	ENSMUSG00000022828
ENSMUSG00000001424	ENSMUSG00000031585
ENSMUSG00000035041	ENSMUSG00000063065
ENSMUSG00000035041	ENSMUSG00000040385
ENSMUSG00000035041	ENSMUSG00000057329
ENSMUSG00000035041	ENSMUSG00000053819
ENSMUSG00000035041	ENSMUSG00000038612
ENSMUSG00000035041	ENSMUSG00000035725
ENSMUSG00000035041	ENSMUSG00000063358
ENSMUSG00000035041	ENSMUSG00000038128
ENSMUSG00000035041	ENSMUSG00000057897
ENSMUSG00000035041	ENSMUSG00000048482
ENSMUSG00000035041	ENSMUSG00000049796
ENSMUSG00000017737	ENSMUSG00000024927
ENSMUSG00000017737	ENSMUSG00000021250
ENSMUSG00000017737	ENSMUSG00000022346
ENSMUSG00000017737	ENSMUSG00000028163
ENSMUSG00000017737	ENSMUSG00000052684
ENSMUSG00000032796	ENSMUSG00000051111
ENSMUSG00000032796	ENSMUSG00000038486
ENSMUSG00000032796	ENSMUSG00000053025
ENSMUSG00000019916	ENSMUSG00000036892
ENSMUSG00000019916	ENSMUSG00000026520
ENSMUSG00000019916	ENSMUSG00000025140
ENSMUSG00000019916	ENSMUSG00000039682
ENSMUSG00000019916	ENSMUSG00000022571
ENSMUSG00000021760	ENSMUSG00000027890
ENSMUSG00000021760	ENSMUSG00000074604
ENSMUSG00000021760	ENSMUSG00000025934
ENSMUSG00000021760	ENSMUSG00000028571
ENSMUSG00000021760	ENSMUSG00000033318
ENSMUSG00000021760	ENSMUSG00000029864
ENSMUSG00000021760	ENSMUSG00000067231
ENSMUSG00000021760	ENSMUSG00000027603
ENSMUSG00000021760	ENSMUSG00000060613
ENSMUSG00000021760	ENSMUSG00000052914
ENSMUSG00000021760	ENSMUSG00000040471
ENSMUSG00000021760	ENSMUSG00000067225
ENSMUSG00000021760	ENSMUSG00000032808
ENSMUSG00000021760	ENSMUSG00000054827
ENSMUSG00000021760	ENSMUSG00000068762
ENSMUSG00000021760	ENSMUSG00000058135
ENSMUSG00000021760	ENSMUSG00000074882
ENSMUSG00000021760	ENSMUSG00000025069
ENSMUSG00000021760	ENSMUSG00000025068
ENSMUSG00000021760	ENSMUSG00000042248
ENSMUSG00000021760	ENSMUSG00000025003
ENSMUSG00000021760	ENSMUSG00000025002
ENSMUSG00000021760	ENSMUSG00000032348
ENSMUSG00000021760	ENSMUSG00000025701
ENSMUSG00000021760	ENSMUSG00000060803
ENSMUSG00000021760	ENSMUSG00000057933
ENSMUSG00000021760	ENSMUSG00000066097
ENSMUSG00000021760	ENSMUSG00000026688
ENSMUSG00000021760	ENSMUSG00000025197
ENSMUSG00000021760	ENSMUSG00000027610
ENSMUSG00000021760	ENSMUSG00000052520
ENSMUSG00000021760	ENSMUSG00000040562
ENSMUSG00000004947	ENSMUSG00000027878
ENSMUSG00000004947	ENSMUSG00000026923
ENSMUSG00000004947	ENSMUSG00000038146
ENSMUSG00000004947	ENSMUSG00000015468
ENSMUSG00000021816	ENSMUSG00000024960
ENSMUSG00000021816	ENSMUSG00000039943
ENSMUSG00000021816	ENSMUSG00000063130
ENSMUSG00000021816	ENSMUSG00000033765
ENSMUSG00000021816	ENSMUSG00000040061
ENSMUSG00000021816	ENSMUSG00000023411
ENSMUSG00000021816	ENSMUSG00000027544
ENSMUSG00000021816	ENSMUSG00000022982
ENSMUSG00000021816	ENSMUSG00000022490
ENSMUSG00000021816	ENSMUSG00000031902
ENSMUSG00000021816	ENSMUSG00000061718
ENSMUSG00000021816	ENSMUSG00000051331
ENSMUSG00000021816	ENSMUSG00000034330
ENSMUSG00000021816	ENSMUSG00000036438
ENSMUSG00000021816	ENSMUSG00000024959
ENSMUSG00000021816	ENSMUSG00000033016
ENSMUSG00000021816	ENSMUSG00000049583
ENSMUSG00000021816	ENSMUSG00000051177
ENSMUSG00000001473	ENSMUSG00000067702
ENSMUSG00000001473	ENSMUSG00000067338
ENSMUSG00000001473	ENSMUSG00000023004
ENSMUSG00000001473	ENSMUSG00000030137
ENSMUSG00000001473	ENSMUSG00000072235
ENSMUSG00000001473	ENSMUSG00000050953
ENSMUSG00000001473	ENSMUSG00000026202
ENSMUSG00000027405	ENSMUSG00000063543
ENSMUSG00000027405	ENSMUSG00000063480
ENSMUSG00000000811	ENSMUSG00000028179
ENSMUSG00000000811	ENSMUSG00000026662
ENSMUSG00000000811	ENSMUSG00000026307
ENSMUSG00000000811	ENSMUSG00000049091
ENSMUSG00000041014	ENSMUSG00000062209
ENSMUSG00000027406	ENSMUSG00000030541
ENSMUSG00000027406	ENSMUSG00000028405
ENSMUSG00000054582	ENSMUSG00000071723
ENSMUSG00000054582	ENSMUSG00000069565
ENSMUSG00000054582	ENSMUSG00000062203
ENSMUSG00000054582	ENSMUSG00000069769
ENSMUSG00000020363	ENSMUSG00000025877
ENSMUSG00000020363	ENSMUSG00000037012
ENSMUSG00000020363	ENSMUSG00000044005
ENSMUSG00000020363	ENSMUSG00000026473
ENSMUSG00000020363	ENSMUSG00000029246
ENSMUSG00000020363	ENSMUSG00000026103
ENSMUSG00000020363	ENSMUSG00000036427
ENSMUSG00000020363	ENSMUSG00000037722
ENSMUSG00000020363	ENSMUSG00000036820
ENSMUSG00000020363	ENSMUSG00000032306
ENSMUSG00000020362	ENSMUSG00000056167
ENSMUSG00000020362	ENSMUSG00000026174
ENSMUSG00000020362	ENSMUSG00000038784
ENSMUSG00000020362	ENSMUSG00000020515
ENSMUSG00000020362	ENSMUSG00000031601
ENSMUSG00000020362	ENSMUSG00000035632
ENSMUSG00000020362	ENSMUSG00000036550
ENSMUSG00000015461	ENSMUSG00000019699
ENSMUSG00000015461	ENSMUSG00000038612
ENSMUSG00000015461	ENSMUSG00000063065
ENSMUSG00000015461	ENSMUSG00000040385
ENSMUSG00000015461	ENSMUSG00000057329
ENSMUSG00000015461	ENSMUSG00000053819
ENSMUSG00000015461	ENSMUSG00000022602
ENSMUSG00000015461	ENSMUSG00000035725
ENSMUSG00000015461	ENSMUSG00000063358
ENSMUSG00000015461	ENSMUSG00000022521
ENSMUSG00000015461	ENSMUSG00000024617
ENSMUSG00000015461	ENSMUSG00000057897
ENSMUSG00000015461	ENSMUSG00000025408
ENSMUSG00000015461	ENSMUSG00000048482
ENSMUSG00000015461	ENSMUSG00000029819
ENSMUSG00000015461	ENSMUSG00000049796
ENSMUSG00000015461	ENSMUSG00000038128
ENSMUSG00000015461	ENSMUSG00000021250
ENSMUSG00000015461	ENSMUSG00000021820
ENSMUSG00000018209	ENSMUSG00000031628
ENSMUSG00000015468	ENSMUSG00000018169
ENSMUSG00000015468	ENSMUSG00000020888
ENSMUSG00000015468	ENSMUSG00000021224
ENSMUSG00000015468	ENSMUSG00000052593
ENSMUSG00000015468	ENSMUSG00000039191
ENSMUSG00000015468	ENSMUSG00000017007
ENSMUSG00000015468	ENSMUSG00000040415
ENSMUSG00000015468	ENSMUSG00000027314
ENSMUSG00000015468	ENSMUSG00000027276
ENSMUSG00000015468	ENSMUSG00000039982
ENSMUSG00000015468	ENSMUSG00000049502
ENSMUSG00000015468	ENSMUSG00000025158
ENSMUSG00000015468	ENSMUSG00000029570
ENSMUSG00000015468	ENSMUSG00000029603
ENSMUSG00000015468	ENSMUSG00000029071
ENSMUSG00000015468	ENSMUSG00000063160
ENSMUSG00000033318	ENSMUSG00000067225
ENSMUSG00000033318	ENSMUSG00000074604
ENSMUSG00000033318	ENSMUSG00000067231
ENSMUSG00000033318	ENSMUSG00000040583
ENSMUSG00000033318	ENSMUSG00000056035
ENSMUSG00000033318	ENSMUSG00000040703
ENSMUSG00000033318	ENSMUSG00000037797
ENSMUSG00000033318	ENSMUSG00000063856
ENSMUSG00000033318	ENSMUSG00000060613
ENSMUSG00000033318	ENSMUSG00000066704
ENSMUSG00000033318	ENSMUSG00000040471
ENSMUSG00000033318	ENSMUSG00000042808
ENSMUSG00000033318	ENSMUSG00000074207
ENSMUSG00000033318	ENSMUSG00000054827
ENSMUSG00000033318	ENSMUSG00000040562
ENSMUSG00000033318	ENSMUSG00000068762
ENSMUSG00000033318	ENSMUSG00000058135
ENSMUSG00000033318	ENSMUSG00000075706
ENSMUSG00000033318	ENSMUSG00000042248
ENSMUSG00000033318	ENSMUSG00000052974
ENSMUSG00000033318	ENSMUSG00000060407
ENSMUSG00000033318	ENSMUSG00000060803
ENSMUSG00000033318	ENSMUSG00000057933
ENSMUSG00000033318	ENSMUSG00000040660
ENSMUSG00000033318	ENSMUSG00000055301
ENSMUSG00000033318	ENSMUSG00000075296
ENSMUSG00000033318	ENSMUSG00000038656
ENSMUSG00000033318	ENSMUSG00000074882
ENSMUSG00000033318	ENSMUSG00000054417
ENSMUSG00000033318	ENSMUSG00000038776
ENSMUSG00000019828	ENSMUSG00000024697
ENSMUSG00000019828	ENSMUSG00000032839
ENSMUSG00000019828	ENSMUSG00000034781
ENSMUSG00000019828	ENSMUSG00000028161
ENSMUSG00000019828	ENSMUSG00000057897
ENSMUSG00000019828	ENSMUSG00000031748
ENSMUSG00000019828	ENSMUSG00000059003
ENSMUSG00000019828	ENSMUSG00000057614
ENSMUSG00000019828	ENSMUSG00000032562
ENSMUSG00000019828	ENSMUSG00000040009
ENSMUSG00000019828	ENSMUSG00000053819
ENSMUSG00000019828	ENSMUSG00000030865
ENSMUSG00000019828	ENSMUSG00000021820
