ID	Module	newScore	Score	LogFC	Symbol	MGI	URL	Process	Function	Component	Pathway
ENSMUSG00000068587		0.0	-5.80112054058812	-0.0692613589425285	Mgam	MGI:1203495	http://www.kegg.jp/dbget-bin/www_bget?mmu:232714				
ENSMUSG00000022491		0.0	-5.33405284789217	-0.143850406571389	Glycam1	MGI:95759	http://www.kegg.jp/dbget-bin/www_bget?mmu:14663				
ENSMUSG00000069020		0.0	-3.74100053790214	-0.588329625595177	Urm1	MGI:1915455	http://www.kegg.jp/dbget-bin/www_bget?mmu:68205				
ENSMUSG00000043207		0.0	-5.37358741332578	0.209078774563506	Zmpste24	MGI:1890508	http://www.kegg.jp/dbget-bin/www_bget?mmu:230709				
ENSMUSG00000048001		0.0	-5.06374724682543	-0.277887018611819	Hes5	MGI:104876	http://www.kegg.jp/dbget-bin/www_bget?mmu:15208				
ENSMUSG00000022496		0.0	-5.09468705880283	0.227606235644302	Tnfrsf17	MGI:1343050	http://www.kegg.jp/dbget-bin/www_bget?mmu:21935				
ENSMUSG00000025630		0.0	-3.24856112930999	0.55285858165534	Hprt	MGI:96217	http://www.kegg.jp/dbget-bin/www_bget?mmu:15452				
ENSMUSG00000061718		0.0	-5.35037152827557	-0.13461473587871	Ppp1r1b	MGI:94860	http://www.kegg.jp/dbget-bin/www_bget?mmu:19049				
ENSMUSG00000051331		0.0	-1.82216107750339	0.961802534378008	Cacna1c	MGI:103013	http://www.kegg.jp/dbget-bin/www_bget?mmu:12288				
ENSMUSG00000052516		0.0	-6.1939542374757	-0.00955655517524893	Robo2	MGI:1890110	http://www.kegg.jp/dbget-bin/www_bget?mmu:268902				
ENSMUSG00000036904		0.0	-3.81206220289067	-0.585728701543845	Fzd8	MGI:108460	http://www.kegg.jp/dbget-bin/www_bget?mmu:14370				
ENSMUSG00000036905		0.0	-5.60427940362617	-0.107471587105331	C1qb	MGI:88224	http://www.kegg.jp/dbget-bin/www_bget?mmu:12260				
ENSMUSG00000042626		0.0	-1.88235089132927	0.683301874241215	Shc1	MGI:98296	http://www.kegg.jp/dbget-bin/www_bget?mmu:20416				
ENSMUSG00000025929		0.0	-4.81021730931478	-0.198543251320248	Il17a	MGI:107364	http://www.kegg.jp/dbget-bin/www_bget?mmu:16171				
ENSMUSG00000041608		0.0	-6.23259749736026	0.00223656192006919	Entpd3	MGI:1321386	http://www.kegg.jp/dbget-bin/www_bget?mmu:215446				
ENSMUSG00000033730		0.0	-4.67412643092132	-0.697362622874003	Egr3	MGI:1306780	http://www.kegg.jp/dbget-bin/www_bget?mmu:13655				
ENSMUSG00000023963		0.0	-3.43581723877969	0.727402268694809	Cyp39a1	MGI:1927096	http://www.kegg.jp/dbget-bin/www_bget?mmu:56050				
ENSMUSG00000050931		0.0	-3.57059204729773	0.658349051176787	Sgms2	MGI:1921692	http://www.kegg.jp/dbget-bin/www_bget?mmu:74442				
ENSMUSG00000029428		0.0	-3.50462973615573	-0.402065844056182	Stx2	MGI:108059	http://www.kegg.jp/dbget-bin/www_bget?mmu:13852				
ENSMUSG00000059883		0.0	-2.81956602195959	0.73645671422516	Irak4	MGI:2182474	http://www.kegg.jp/dbget-bin/www_bget?mmu:266632				
ENSMUSG00000007564		0.0	-4.79451807901269	0.789057550052471	Ppp2r1a	MGI:1926334	http://www.kegg.jp/dbget-bin/www_bget?mmu:51792				
ENSMUSG00000078650		0.0	-6.06208439793372	-0.0333118788521096	G6pc	MGI:95607	http://www.kegg.jp/dbget-bin/www_bget?mmu:14377				
ENSMUSG00000059887		0.0	-5.48469107562459	-0.204569377934026	Olfr1507	MGI:3031341	http://www.kegg.jp/dbget-bin/www_bget?mmu:57269				
ENSMUSG00000023921		0.0	-3.78256833645409	-0.401341951197612	Mut	MGI:97239	http://www.kegg.jp/dbget-bin/www_bget?mmu:17850				
ENSMUSG00000015224		0.0	-1.13061136479441	-1.42393520977583	Cyp2j9	MGI:1921769	http://www.kegg.jp/dbget-bin/www_bget?mmu:74519				
ENSMUSG00000034855		0.0	-5.88941223335259	-0.0678789018726495	Cxcl10	MGI:1352450	http://www.kegg.jp/dbget-bin/www_bget?mmu:15945				
ENSMUSG00000028466		0.0	-3.22908261007058	-0.474113427767517	Creb3	MGI:99946	http://www.kegg.jp/dbget-bin/www_bget?mmu:12913				
ENSMUSG00000067702		0.0	0.469297972481086	NaN	Tuba3a	MGI:1095406	http://www.kegg.jp/dbget-bin/www_bget?mmu:22144				
ENSMUSG00000025144		0.0	-5.65759400709625	-0.161541842247685	Stra13	MGI:894324	http://www.kegg.jp/dbget-bin/www_bget?mmu:20892				
ENSMUSG00000028465		0.0	-5.0491241462749	-0.214767858561186	Tln1	MGI:1099832	http://www.kegg.jp/dbget-bin/www_bget?mmu:21894				
ENSMUSG00000025140		0.0	-3.93636329513803	-0.996619977828404	Pycr1	MGI:2384795	http://www.kegg.jp/dbget-bin/www_bget?mmu:209027				
ENSMUSG00000028393		0.0	-5.82344594519945	0.122169405992295	Alad	MGI:96853	http://www.kegg.jp/dbget-bin/www_bget?mmu:17025				
ENSMUSG00000028088		0.0	-5.61202412442564	-0.161875361562395	Fmo5	MGI:1310004	http://www.kegg.jp/dbget-bin/www_bget?mmu:14263				
ENSMUSG00000043445		0.0	-3.74392549796247	0.833237752116923	Pgp	MGI:1914328	http://www.kegg.jp/dbget-bin/www_bget?mmu:67078				
ENSMUSG00000016349		0.0	-5.90744760305881	0.0614040802892261	Eef1a2	MGI:1096317	http://www.kegg.jp/dbget-bin/www_bget?mmu:13628				
ENSMUSG00000020715		0.0	-4.1071591271943	-0.781450572226673	Ern1	MGI:1930134	http://www.kegg.jp/dbget-bin/www_bget?mmu:78943				
ENSMUSG00000025701		0.0	-6.24274595559834	-1.17961196366423e-15	Alox5	MGI:87999	http://www.kegg.jp/dbget-bin/www_bget?mmu:11689				
ENSMUSG00000034459		0.0	-5.8117491020405	0.559584061706945	Ifit1	MGI:99450	http://www.kegg.jp/dbget-bin/www_bget?mmu:15957				
ENSMUSG00000034456		0.0	-3.90361155140134	0.379702377756085	Uroc1	MGI:2385332	http://www.kegg.jp/dbget-bin/www_bget?mmu:243537				
ENSMUSG00000034457		0.0	-2.40632160279542	-0.865310802109037	Eda2r	MGI:2442860	http://www.kegg.jp/dbget-bin/www_bget?mmu:245527				
ENSMUSG00000034987		0.0	-4.1609398696211	-0.33629858259768	Hrh2	MGI:108482	http://www.kegg.jp/dbget-bin/www_bget?mmu:15466				
ENSMUSG00000028085		0.0	-2.80912611120783	-0.486288023285776	Pet112l	MGI:2442496	http://www.kegg.jp/dbget-bin/www_bget?mmu:229487				
ENSMUSG00000034450		0.0	-5.81857964531042	0.0922726948236064	Gulo	MGI:1353434	http://www.kegg.jp/dbget-bin/www_bget?mmu:268756				
ENSMUSG00000035105		0.0	-3.17012601931923	-0.440071752321637	Egln3	MGI:1932288	http://www.kegg.jp/dbget-bin/www_bget?mmu:112407				
ENSMUSG00000074037		0.0	-4.62153028249576	-0.246619127527026	Mc1r	MGI:99456	http://www.kegg.jp/dbget-bin/www_bget?mmu:17199				
ENSMUSG00000032679		0.0	-4.03322218982802	-0.450655313876053	Cd59a	MGI:109177	http://www.kegg.jp/dbget-bin/www_bget?mmu:12509				
ENSMUSG00000027624		0.0	-1.13263615285117	0.853571675947986	Epb4.1l1	MGI:103010	http://www.kegg.jp/dbget-bin/www_bget?mmu:13821				
ENSMUSG00000039115		0.0	-4.51403987637539	-0.240489587541567	Itga9	MGI:104756	http://www.kegg.jp/dbget-bin/www_bget?mmu:104099				
ENSMUSG00000021638		0.0	-4.78205661447932	0.195286817902971	Ocln	MGI:106183	http://www.kegg.jp/dbget-bin/www_bget?mmu:18260				
ENSMUSG00000007815		0.0	-2.1949323937649	0.79045032263151	Rhoa	MGI:1096342	http://www.kegg.jp/dbget-bin/www_bget?mmu:11848				
ENSMUSG00000020723		0.0	-4.90689380275257	0.255824520943069	Cacng4	MGI:1859167	http://www.kegg.jp/dbget-bin/www_bget?mmu:54377				
ENSMUSG00000020722		0.0	-6.1325558615951	-0.0278651044007683	Cacng1	MGI:1206582	http://www.kegg.jp/dbget-bin/www_bget?mmu:12299				
ENSMUSG00000009376	Small	0.0	-1.23875762857043	-1.12787546071411	Met	MGI:96969	http://www.kegg.jp/dbget-bin/www_bget?mmu:17295	GO:0007435|GO:0071363|GO:0060688|GO:0007431|GO:0001889|GO:0061008|GO:0070848|GO:0060638|GO:0060445|GO:0048012|GO:0060665|GO:0048729|GO:0051450|GO:0060693|GO:2000027	GO:0043548|GO:0008013|GO:0043274|GO:0019899|GO:0005515|GO:0005008	GO:0005856|GO:0043232|GO:0044463|GO:0044446|GO:0043228|GO:0044430|GO:0042995|GO:0044422	mmu05218|mmu05200|mmu05202|mmu04510|mmu04520|mmu04151|mmu05100|mmu04144|mmu04060|mmu04360|mmu05211
ENSMUSG00000021751		0.0	-6.21988599781002	-0.00609626394804834	Acox2	MGI:1934852	http://www.kegg.jp/dbget-bin/www_bget?mmu:93732				
ENSMUSG00000021756		0.0	-3.61623961289778	0.925430898264165	Il6st	MGI:96560	http://www.kegg.jp/dbget-bin/www_bget?mmu:16195				
ENSMUSG00000028064		0.0	-5.72055583349532	0.0791487984671613	Sema4a	MGI:107560	http://www.kegg.jp/dbget-bin/www_bget?mmu:20351				
ENSMUSG00000021754		0.0	-5.97980147897677	-0.0682912166976882	Map3k1	MGI:1346872	http://www.kegg.jp/dbget-bin/www_bget?mmu:26401				
ENSMUSG00000028068		0.0	-2.66006773910594	0.762382188569498	Iqgap3	MGI:3028642	http://www.kegg.jp/dbget-bin/www_bget?mmu:404710				
ENSMUSG00000069806		0.0	-5.71677914197353	0.0854866241635604	Cacng7	MGI:1932374	http://www.kegg.jp/dbget-bin/www_bget?mmu:81904				
ENSMUSG00000069805		0.0	-5.83413002284112	0.0667413127978147	Fbp1	MGI:95492	http://www.kegg.jp/dbget-bin/www_bget?mmu:14121				
ENSMUSG00000028262		0.0	-5.74363181703412	-0.0803431672673542	Clca2	MGI:1931471	http://www.kegg.jp/dbget-bin/www_bget?mmu:80797				
ENSMUSG00000026827		0.0	1.52822313092852	1.55498426763317	Gpd2	MGI:99778	http://www.kegg.jp/dbget-bin/www_bget?mmu:14571				
ENSMUSG00000059447		0.0	-2.79856539880547	-0.617943907700441	Hadhb	MGI:2136381	http://www.kegg.jp/dbget-bin/www_bget?mmu:231086				
ENSMUSG00000021125		0.0	-5.21248698580415	-0.246535623015144	Arg2	MGI:1330806	http://www.kegg.jp/dbget-bin/www_bget?mmu:11847				
ENSMUSG00000018326		0.0	-4.11741942757828	-0.342600184098074	Ywhab	MGI:1891917	http://www.kegg.jp/dbget-bin/www_bget?mmu:54401				
ENSMUSG00000037440		0.0	-5.39566835189412	0.210879498630383	Vnn1	MGI:108395	http://www.kegg.jp/dbget-bin/www_bget?mmu:22361				
ENSMUSG00000042557		0.0	-2.8107627521901	0.783096843902229	Sin3a	MGI:107157	http://www.kegg.jp/dbget-bin/www_bget?mmu:20466				
ENSMUSG00000053398		0.0	-2.91971398642542	1.14040660814002	Phgdh	MGI:1355330	http://www.kegg.jp/dbget-bin/www_bget?mmu:236539				
ENSMUSG00000053644		0.0	-3.98034256523102	-0.327204934796059	Aldh7a1	MGI:108186	http://www.kegg.jp/dbget-bin/www_bget?mmu:110695				
ENSMUSG00000053646		0.0	-3.99255369631702	0.370109013746402	Plxnb1	MGI:2154238	http://www.kegg.jp/dbget-bin/www_bget?mmu:235611				
ENSMUSG00000053395		0.0	-5.81372730563071	-0.158912933669289	Cacng8	MGI:1932376	http://www.kegg.jp/dbget-bin/www_bget?mmu:81905				
ENSMUSG00000066442		0.0	-6.04503177938822	-0.0390918122690484	Mthfs	MGI:1340032	http://www.kegg.jp/dbget-bin/www_bget?mmu:107885				
ENSMUSG00000066441		0.0	-0.737595039718856	1.44844488862162	Rdh11	MGI:102581	http://www.kegg.jp/dbget-bin/www_bget?mmu:17252				
ENSMUSG00000020431		0.0	-3.55407294042072	-0.361800111591005	Adcy1	MGI:99677	http://www.kegg.jp/dbget-bin/www_bget?mmu:432530				
ENSMUSG00000020654		0.0	-5.51858267393921	0.104825640109426	Adcy3	MGI:99675	http://www.kegg.jp/dbget-bin/www_bget?mmu:104111				
ENSMUSG00000019929		0.0	-2.84330556959676	-1.16449222128859	Dcn	MGI:94872	http://www.kegg.jp/dbget-bin/www_bget?mmu:13179				
ENSMUSG00000019927		0.0	-5.71685712220128	-0.351537467056853	Ube2d1	MGI:2384911	http://www.kegg.jp/dbget-bin/www_bget?mmu:216080				
ENSMUSG00000078652		0.0	-2.6308054383458	0.566769906143347	Psme3	MGI:1096366	http://www.kegg.jp/dbget-bin/www_bget?mmu:19192				
ENSMUSG00000078656		0.0	-1.27676822899988	1.10280810530171	Vps25	MGI:106354	http://www.kegg.jp/dbget-bin/www_bget?mmu:28084				
ENSMUSG00000042275		0.0	-5.32570279891125	0.187228607864287	Pelo	MGI:2145154	http://www.kegg.jp/dbget-bin/www_bget?mmu:105083				
ENSMUSG00000019326		0.0	-1.30552149157983	-2.11582710814474	Aoc3	MGI:1306797	http://www.kegg.jp/dbget-bin/www_bget?mmu:11754				
ENSMUSG00000034639		0.0	-4.92237269626928	-0.331239372116431	Setmar	MGI:1921979	http://www.kegg.jp/dbget-bin/www_bget?mmu:74729				
ENSMUSG00000071713		0.0	-3.45168320548399	0.512875351739114	Csf2rb	MGI:1339759	http://www.kegg.jp/dbget-bin/www_bget?mmu:12983				
ENSMUSG00000052430		0.0	-5.85348342787069	-0.0947520836542978	Bmpr1b	MGI:107191	http://www.kegg.jp/dbget-bin/www_bget?mmu:12167				
ENSMUSG00000032475		0.0	-3.18357946003544	-0.707196658311904	Nck1	MGI:109601	http://www.kegg.jp/dbget-bin/www_bget?mmu:17973				
ENSMUSG00000029304		0.0	-4.22260966257504	-0.43676583031453	Spp1	MGI:98389	http://www.kegg.jp/dbget-bin/www_bget?mmu:20750				
ENSMUSG00000032456		0.0	-5.13578435182201	-0.2319984137689	Nmnat3	MGI:1921330	http://www.kegg.jp/dbget-bin/www_bget?mmu:74080				
ENSMUSG00000026203		0.0	-5.02521393725365	0.385204688522563	Dnajb2	MGI:1928739	http://www.kegg.jp/dbget-bin/www_bget?mmu:56812				
ENSMUSG00000035529		0.0	-4.03519630518382	0.378831300881656	Prdm4	MGI:1920093	http://www.kegg.jp/dbget-bin/www_bget?mmu:72843				
ENSMUSG00000033981		0.0	-5.53996148241407	0.156868394271762	Gria2	MGI:95809	http://www.kegg.jp/dbget-bin/www_bget?mmu:14800				
ENSMUSG00000004864		0.0	-6.14200751703902	-0.0194933810376527	Mapk13	MGI:1346864	http://www.kegg.jp/dbget-bin/www_bget?mmu:26415				
ENSMUSG00000004865		0.0	-3.98519076729176	0.33497161168391	Srpk1	MGI:106908	http://www.kegg.jp/dbget-bin/www_bget?mmu:20815				
ENSMUSG00000060279		0.0	-5.74372707107268	0.237642603628162	Ap2a1	MGI:101921	http://www.kegg.jp/dbget-bin/www_bget?mmu:11771				
ENSMUSG00000053024		0.0	-5.58882868778531	0.0982271905437386	Cntn2	MGI:104518	http://www.kegg.jp/dbget-bin/www_bget?mmu:21367				
ENSMUSG00000053025		0.0	-6.14446255691579	-0.0222309058903033	Sv2b	MGI:1927338	http://www.kegg.jp/dbget-bin/www_bget?mmu:64176				
ENSMUSG00000017713		0.0	-5.84274666552704	-0.0746191153609592	Tha1	MGI:1919026	http://www.kegg.jp/dbget-bin/www_bget?mmu:71776				
ENSMUSG00000026755		0.0	-3.85271539764781	-0.751076765599992	Arpc5l	MGI:1921442	http://www.kegg.jp/dbget-bin/www_bget?mmu:74192				
ENSMUSG00000006215		0.0	-4.7212677752776	-0.205939357074315	Zbtb17	MGI:107410	http://www.kegg.jp/dbget-bin/www_bget?mmu:22642				
ENSMUSG00000032126		0.0	-3.40114688891052	0.414762328529153	Hmbs	MGI:96112	http://www.kegg.jp/dbget-bin/www_bget?mmu:15288				
ENSMUSG00000060275		0.0	-5.47154985601949	-0.157828451536434	Nrg2	MGI:1098246	http://www.kegg.jp/dbget-bin/www_bget?mmu:100042150				
ENSMUSG00000001240		0.0	-4.2140532112278	-0.611351900153953	Ramp2	MGI:1859650	http://www.kegg.jp/dbget-bin/www_bget?mmu:54409				
ENSMUSG00000020246		0.0	-4.34314645700567	-0.317205512697509	Hcfc2	MGI:1915183	http://www.kegg.jp/dbget-bin/www_bget?mmu:67933				
ENSMUSG00000041112		0.0	-4.60176891940877	0.212531553799833	Elmo1	MGI:2153044	http://www.kegg.jp/dbget-bin/www_bget?mmu:140580				
ENSMUSG00000019977		0.0	-2.9138628584671	0.548087437504431	Hbs1l	MGI:1891704	http://www.kegg.jp/dbget-bin/www_bget?mmu:56422				
ENSMUSG00000020241		0.0	-4.05966832362877	-0.969444321503817	Col6a2	MGI:88460	http://www.kegg.jp/dbget-bin/www_bget?mmu:12834				
ENSMUSG00000019970		0.0	-6.1216621251342	0.0472145835268539	Sgk1	MGI:1340062	http://www.kegg.jp/dbget-bin/www_bget?mmu:20393				
ENSMUSG00000041119		0.0	-6.17099912625916	0.0135948220737149	Pde9a	MGI:1277179	http://www.kegg.jp/dbget-bin/www_bget?mmu:18585				
ENSMUSG00000020248		0.0	-2.82912499100987	0.468857302283778	Nfyb	MGI:97317	http://www.kegg.jp/dbget-bin/www_bget?mmu:18045				
ENSMUSG00000017412		0.0	-5.22694756110732	-0.38262827897814	Cacnb4	MGI:103301	http://www.kegg.jp/dbget-bin/www_bget?mmu:12298				
ENSMUSG00000032854		0.0	-5.85079092138289	-0.0619991377310458	Ugt8a	MGI:109522	http://www.kegg.jp/dbget-bin/www_bget?mmu:22239				
ENSMUSG00000036752		0.0	-1.78264211073391	1.6200616139885	Tubb4b	MGI:1915472	http://www.kegg.jp/dbget-bin/www_bget?mmu:227613				
ENSMUSG00000043998		0.0	-2.92650548608338	0.52875908340135	Mgat2	MGI:2384966	http://www.kegg.jp/dbget-bin/www_bget?mmu:217664				
ENSMUSG00000067220		0.0	-6.14828764395115	-0.0171874871971278	Cnga1	MGI:88436	http://www.kegg.jp/dbget-bin/www_bget?mmu:12788				
ENSMUSG00000032537		0.0	-5.07218187363277	0.200140841507612	Ephb1	MGI:1096337	http://www.kegg.jp/dbget-bin/www_bget?mmu:270190				
ENSMUSG00000001440		0.0	-0.355011534871316	2.61829551196885	Kpnb1	MGI:107532	http://www.kegg.jp/dbget-bin/www_bget?mmu:16211				
ENSMUSG00000054309		0.0	-2.55747704919143	-0.672901581367749	Cpsf3	MGI:1859328	http://www.kegg.jp/dbget-bin/www_bget?mmu:54451				
ENSMUSG00000079525		0.0	-6.02976605867311	0.0586301941471226	4930468A15Rik	MGI:1922237	http://www.kegg.jp/dbget-bin/www_bget?mmu:74987				
ENSMUSG00000024096		0.0	-1.67352307301174	0.965781078509522	Ralbp1	MGI:108466	http://www.kegg.jp/dbget-bin/www_bget?mmu:19765				
ENSMUSG00000020080		0.0	-5.98321392839085	-0.06142590066134	Hkdc1	MGI:2384910	http://www.kegg.jp/dbget-bin/www_bget?mmu:216019				
ENSMUSG00000036356		0.0	-0.097538132375806	-0.405496066990305	Csgalnact1	MGI:2442354	http://www.kegg.jp/dbget-bin/www_bget?mmu:234356				
ENSMUSG00000005320		0.0	-5.35329603894535	-0.166125843764675	Fgfr4	MGI:95525	http://www.kegg.jp/dbget-bin/www_bget?mmu:14186				
ENSMUSG00000075289		0.0	-5.73307296404097	-0.0935471042373166	Carns1	MGI:2147595	http://www.kegg.jp/dbget-bin/www_bget?mmu:107239				
ENSMUSG00000022817		0.0	-2.71445128272761	1.00054271475827	Itgb5	MGI:96614	http://www.kegg.jp/dbget-bin/www_bget?mmu:16419				
ENSMUSG00000022812		0.0	-1.99135756617088	1.53635331167501	Gsk3b	MGI:1861437	http://www.kegg.jp/dbget-bin/www_bget?mmu:56637				
ENSMUSG00000071723		0.0	-3.77233272314655	-0.521376814215383	Gspt2	MGI:1316727	http://www.kegg.jp/dbget-bin/www_bget?mmu:14853				
ENSMUSG00000039431		0.0	-5.99167786768007	0.0536190031405592	Mtmr7	MGI:1891693	http://www.kegg.jp/dbget-bin/www_bget?mmu:54384				
ENSMUSG00000067150		0.0	-1.59125855232104	0.786532561841335	Xpo5	MGI:1913789	http://www.kegg.jp/dbget-bin/www_bget?mmu:72322				
ENSMUSG00000026768		0.0	-4.53592637487883	0.938698677459293	Itga8	MGI:109442	http://www.kegg.jp/dbget-bin/www_bget?mmu:241226				
ENSMUSG00000067158		0.0	-6.1032538938337	0.0333748022275528	Col4a4	MGI:104687	http://www.kegg.jp/dbget-bin/www_bget?mmu:12829				
ENSMUSG00000058135		0.0	0.278073163425608	-1.39238760814705	Gstm1	MGI:95860	http://www.kegg.jp/dbget-bin/www_bget?mmu:14862				
ENSMUSG00000024942		0.0	-3.62162526024661	1.15338109347567	Capn1	MGI:88263	http://www.kegg.jp/dbget-bin/www_bget?mmu:12333				
ENSMUSG00000059409		0.0	-5.10332831873609	0.266607882943452	Ppp2r5d	MGI:2388481	http://www.kegg.jp/dbget-bin/www_bget?mmu:21770				
ENSMUSG00000024140		0.0	-5.59458380950569	0.113412040155904	Epas1	MGI:109169	http://www.kegg.jp/dbget-bin/www_bget?mmu:13819				
ENSMUSG00000030742		0.0	-6.08278007540792	0.0355679252828655	Lat	MGI:1342293	http://www.kegg.jp/dbget-bin/www_bget?mmu:16797				
ENSMUSG00000024948		0.0	-4.7861183733929	-0.2967177282357	Map4k2	MGI:1346883	http://www.kegg.jp/dbget-bin/www_bget?mmu:26412				
ENSMUSG00000041681		0.0	-5.46533776569947	0.113043173594905	Iapp	MGI:96382	http://www.kegg.jp/dbget-bin/www_bget?mmu:15874				
ENSMUSG00000042808		0.0	-6.1314750699129	-0.0217842527259814	Gpx2	MGI:106609	http://www.kegg.jp/dbget-bin/www_bget?mmu:14776				
ENSMUSG00000030747		0.0	-5.11158068752853	0.226588598294274	Dgat2	MGI:1915050	http://www.kegg.jp/dbget-bin/www_bget?mmu:67800				
ENSMUSG00000030745		0.0	-5.03749681207334	-0.18345936279978	Il21r	MGI:1890475	http://www.kegg.jp/dbget-bin/www_bget?mmu:60504				
ENSMUSG00000001751		0.0	-4.76798269172217	0.29572445138875	Naglu	MGI:1351641	http://www.kegg.jp/dbget-bin/www_bget?mmu:27419				
ENSMUSG00000001750		0.0	-4.4457334359041	0.300876708882795	Tcirg1	MGI:1350931	http://www.kegg.jp/dbget-bin/www_bget?mmu:27060				
ENSMUSG00000027168		0.0	-5.55277873704112	-0.235818949708317	Pax6	MGI:97490	http://www.kegg.jp/dbget-bin/www_bget?mmu:18508				
ENSMUSG00000079614		0.0	-2.6637770549429	0.538859446650577	Seh1l	MGI:1919374	http://www.kegg.jp/dbget-bin/www_bget?mmu:72124				
ENSMUSG00000001755		0.0	-5.24395809254641	0.207094282921923	Coasy	MGI:1918993	http://www.kegg.jp/dbget-bin/www_bget?mmu:71743				
ENSMUSG00000030630		0.0	-2.1574514324813	0.693867856565149	Fah	MGI:95482	http://www.kegg.jp/dbget-bin/www_bget?mmu:14085				
ENSMUSG00000030987		0.0	-5.4326190317118	0.197812122676412	Stim1	MGI:107476	http://www.kegg.jp/dbget-bin/www_bget?mmu:20866				
ENSMUSG00000036594		0.0	-5.44357419380683	-0.127610271004572	H2-Aa	MGI:95895	http://www.kegg.jp/dbget-bin/www_bget?mmu:14960				
ENSMUSG00000027164		0.0	-4.69345859043807	-0.21541335262686	Traf6	MGI:108072	http://www.kegg.jp/dbget-bin/www_bget?mmu:22034				
ENSMUSG00000027368		0.0	-6.16846717386421	0.0188817084388866	Dusp2	MGI:101911	http://www.kegg.jp/dbget-bin/www_bget?mmu:13537				
ENSMUSG00000024892		0.0	-3.73303337504407	0.544121244714279	Pcx	MGI:97520	http://www.kegg.jp/dbget-bin/www_bget?mmu:18563				
ENSMUSG00000030244		0.0	-4.72014394838865	-0.242448190607479	Gys2	MGI:2385254	http://www.kegg.jp/dbget-bin/www_bget?mmu:232493				
ENSMUSG00000041202		0.0	-5.53481332991806	0.115382348248763	Pla2g2d	MGI:1341796	http://www.kegg.jp/dbget-bin/www_bget?mmu:18782				
ENSMUSG00000022490		0.0	-4.96194326783734	0.253212449514344	Ppp1r1a	MGI:1889595	http://www.kegg.jp/dbget-bin/www_bget?mmu:58200				
ENSMUSG00000027360		0.0	-5.59160131887172	0.0997278569327339	Hdc	MGI:96062	http://www.kegg.jp/dbget-bin/www_bget?mmu:15186				
ENSMUSG00000024899		0.0	-4.59127471277588	-1.10313727424412	Papss2	MGI:1330223	http://www.kegg.jp/dbget-bin/www_bget?mmu:23972				
ENSMUSG00000020886		0.0	-3.49578800885317	0.660600201922269	Dlg4	MGI:1277959	http://www.kegg.jp/dbget-bin/www_bget?mmu:13385				
ENSMUSG00000040373		0.0	-4.99639968350208	0.197185074908736	Cacng5	MGI:2157946	http://www.kegg.jp/dbget-bin/www_bget?mmu:140723				
ENSMUSG00000033721		0.0	-4.63071661629538	0.882374676825979	Vav3	MGI:1888518	http://www.kegg.jp/dbget-bin/www_bget?mmu:57257				
ENSMUSG00000046223		0.0	-3.33280842695744	0.816994978828278	Plaur	MGI:97612	http://www.kegg.jp/dbget-bin/www_bget?mmu:18793				
ENSMUSG00000003873		0.0	-2.22421888883423	0.73054188270782	Bax	MGI:99702	http://www.kegg.jp/dbget-bin/www_bget?mmu:12028				
ENSMUSG00000075069		0.0	-5.13497137748437	0.238501822718805	Olfr1264	MGI:3031098	http://www.kegg.jp/dbget-bin/www_bget?mmu:258206				
ENSMUSG00000059089		0.0	-3.40188283338043	-0.527657417106279	Fcgr4	MGI:2179523	http://www.kegg.jp/dbget-bin/www_bget?mmu:246256				
ENSMUSG00000037216		0.0	-5.39484620733527	-0.273961158184511	Lipt1	MGI:3645211	http://www.kegg.jp/dbget-bin/www_bget?mmu:623661				
ENSMUSG00000058624		0.0	-5.171425203303	-0.177582869825716	Gda	MGI:95678	http://www.kegg.jp/dbget-bin/www_bget?mmu:14544				
ENSMUSG00000005615		0.0	-3.09948014951119	0.464102292327778	Pcyt1a	MGI:88557	http://www.kegg.jp/dbget-bin/www_bget?mmu:13026				
ENSMUSG00000031585		0.0	-3.97046799034098	-0.399579296286827	Gtf2e2	MGI:1915403	http://www.kegg.jp/dbget-bin/www_bget?mmu:68153				
ENSMUSG00000031584		0.0	-2.07546975740548	1.30724281098728	Gsr	MGI:95804	http://www.kegg.jp/dbget-bin/www_bget?mmu:14782				
ENSMUSG00000030298		0.0	-4.00801739409598	0.438843215861602	Sec13	MGI:99832	http://www.kegg.jp/dbget-bin/www_bget?mmu:110379				
ENSMUSG00000005611		0.0	-4.82807262824381	-0.188219487036138	Mrvi1	MGI:1338023	http://www.kegg.jp/dbget-bin/www_bget?mmu:17540				
ENSMUSG00000055172		0.0	-4.20735188478354	-0.595194616045573	C1ra	MGI:1355313	http://www.kegg.jp/dbget-bin/www_bget?mmu:50909				
ENSMUSG00000020868		0.0	-3.7168816635913	0.330886633818719	Xylt2	MGI:2444797	http://www.kegg.jp/dbget-bin/www_bget?mmu:217119				
ENSMUSG00000030188		0.0	-5.14081595185043	0.292238319734119	Magohb	MGI:1913691	http://www.kegg.jp/dbget-bin/www_bget?mmu:66441				
ENSMUSG00000037405		0.0	-5.78411044293717	-0.108605722130938	Icam1	MGI:96392	http://www.kegg.jp/dbget-bin/www_bget?mmu:15894				
ENSMUSG00000041378		0.0	-5.4963091000238	0.158092538077865	Cldn5	MGI:1276112	http://www.kegg.jp/dbget-bin/www_bget?mmu:12741				
ENSMUSG00000005057		0.0	-5.29547547024552	0.153549735793524	Sh2b2	MGI:1345171	http://www.kegg.jp/dbget-bin/www_bget?mmu:23921				
